77c51c54-c51a-46cd-8f36-79a8f04effb3||mndfvb||jdgvjh||khfvgdsj||7b4ac2aa768af0d4455896bd3e7337ca||kjgf||0||['3583207045493608 07/23', 'CVC: 251']||False||1671551765378.7031||None
184e1607-351b-48af-8ea4-f4f977b394b7||mndfvb||jdgvjh||khfvgdsj||7b4ac2aa768af0d4455896bd3e7337ca||kjgf||0||['4604103750969747444 03/24', 'CVC: 911']||True||1671551909256.8||None
77e3243e-ab64-4481-9c03-e001a97a1fc0||mndfvb||jdgvjh||khfvgdsj||7b4ac2aa768af0d4455896bd3e7337ca||kjgf||0||['371985884203392 04/30', 'CID: 7789']||False||1671551910258.377||None
55152324-a28e-4a41-b6c7-55ecf494aaf3||mndfvb||jdgvjh||khfvgdsj||7b4ac2aa768af0d4455896bd3e7337ca||kjgf||0||['4649778712713331643 07/25', 'CVC: 147']||True||1671551911259.455||None
3176ad52-0fc8-4674-90d3-f0106e3cef57||mndfvb||jdgvjh||khfvgdsj||7b4ac2aa768af0d4455896bd3e7337ca||kjgf||0||['4950585216585912386 02/32', 'CVC: 157']||False||1671551912261.281||None
3f48ca7b-2bca-4322-b77a-71ce0dea6f1d||mndfvb||jdgvjh||khfvgdsj||7b4ac2aa768af0d4455896bd3e7337ca||kjgf||0||['4153116037770295 04/28', 'CVC: 617']||True||1671551913262.207||None
4f058f5e-ce55-444d-8864-66c9f740b644||mndfvb||jdgvjh||khfvgdsj||7b4ac2aa768af0d4455896bd3e7337ca||kjgf||0||['4611829310356970667 01/24', 'CVC: 870']||False||1671551914263.118||None
371af9f1-7973-4c1c-b14c-284b7ba31812||mndfvb||jdgvjh||khfvgdsj||7b4ac2aa768af0d4455896bd3e7337ca||kjgf||0||['4409013658116472 03/31', 'CVC: 133']||False||1671551915264.5928||None
6c36cb45-cb16-46d7-a526-3251997635a9||mndfvb||jdgvjh||khfvgdsj||7b4ac2aa768af0d4455896bd3e7337ca||kjgf||0||['213187882241738 08/31', 'CVC: 179']||True||1671551916265.407||None
fbf05309-7fe4-42fd-a5b7-61641c660b42||mndfvb||jdgvjh||khfvgdsj||7b4ac2aa768af0d4455896bd3e7337ca||kjgf||0||['4963338016854981366 03/27', 'CVC: 524']||True||1671551917266.1272||None
fe47eb4b-8220-4c98-8a9b-cacb21d980df||mndfvb||jdgvjh||khfvgdsj||7b4ac2aa768af0d4455896bd3e7337ca||kjgf||0||['4753242552436619 11/29', 'CVC: 602']||True||1671551918266.612||None
8bcaf3c8-73ff-4d3c-b2d8-295f445d4414||mndfvb||jdgvjh||khfvgdsj||7b4ac2aa768af0d4455896bd3e7337ca||kjgf||0||['503817778585 02/30', 'CVV: 199']||True||1671551919267.828||None
62ab57d6-3f82-4d9f-83e2-20764195fd01||mndfvb||jdgvjh||khfvgdsj||7b4ac2aa768af0d4455896bd3e7337ca||kjgf||0||['4334666829382339 12/30', 'CVC: 549']||True||1671551920269.291||None
70408aa7-8a28-4a52-ab6f-56abe9d222bc||mndfvb||jdgvjh||khfvgdsj||7b4ac2aa768af0d4455896bd3e7337ca||kjgf||0||['30260081080636 12/29', 'CVC: 205']||True||1671551921270.221||None
dd28bcec-de4c-46d2-a052-144a899cb4f6||mndfvb||jdgvjh||khfvgdsj||7b4ac2aa768af0d4455896bd3e7337ca||kjgf||0||['2267035963716998 06/29', 'CVV: 358']||True||1671551922271.7568||None
bcfa6c3f-53be-4781-9a13-d0a73a4185fb||mndfvb||jdgvjh||khfvgdsj||7b4ac2aa768af0d4455896bd3e7337ca||kjgf||0||['4832507423746981 11/26', 'CVC: 323']||False||1671551923273.3308||None
